-0.014418345,0.058943946
-0.044768605,0.13265687
0.029003209,-0.21777613
-0.050306093,0.19246197
0.03657767,-0.08709989
0.035392947,-0.12259811
-0.123242244,1.125308
-0.07821346,0.57578784
0.07026969,-0.1849541
0.064766705,-0.16262658
-0.0077264267,0.07112979
-0.046401173,0.15171838
-0.014943364,0.071299255
0.028168647,-0.08607709
0.0440764,-0.11880902
0.0028770058,0.009746445
-0.013740191,0.08163123
-0.0010154824,0.032746494
0.003787956,-0.00087428367
-0.09130872,0.27305382
-0.020968266,0.09953258
0.05767014,-0.18007514
0.015282026,-0.046228517
0.015816223,-0.067473404
0.007402893,-0.012082948
0.006106677,-0.038459823
-0.009680548,0.029453853
-0.020371143,0.081767574
0.044372957,-0.13195895
-0.05687731,0.22366019
0.040294208,-0.016117392
0.021760559,-0.06837987
0.004754744,0.00022058898
0.041372817,0.012797921
0.04094369,0.4536992
0.045810636,-0.12722862
-0.02137149,0.064524904
0.021733869,0.027213128
-0.01881059,0.06425868
0.0036533982,0.0026908924
0.0036180057,0.014709764
-0.008684586,0.06765305
-0.0016298959,0.010392686
-0.028267523,0.117131434
-0.023433594,0.10057325
0.024973184,-0.06245113
-0.11014229,0.3710146
0.0681649,-0.18468687
0.056523573,-0.118546754
0.04553492,-0.064657375
0.021685062,-0.04688984
0.038117588,-0.113736644
0.00690498,0.00029597242
-0.0046620127,0.028599061
0.009517484,-0.01107502
0.01923173,-0.051392455
0.019937344,-0.08501104
-0.012489023,0.04173405
-0.005586743,0.020532899
-0.01779528,0.07687129
-0.050499056,0.17898865
-0.014569371,0.07463087
-0.014569371,0.07463087
-0.03372362,0.09767829
-0.012663122,0.029259885
0.030539969,-0.061620656
0.045980234,-0.094319925
0.02357288,-0.052495506
-6.30884e-05,0.02405438
-0.02447967,0.12107024
0.0092428345,0.01463513
0.010059569,0.015062619
0.0015139506,0.0070208055
0.016675785,-0.047327157
0.003528408,-0.014726644
0.0018835738,0.0034143296
0.009320439,-0.0005441714
0.023525279,-0.05307035
-0.009235625,0.039212666
-0.028583607,0.1345865
-0.035305094,0.120343514
-0.037635133,0.12275716
-0.030872207,0.1404605
0.00018191012,0.007982159
-0.003856704,0.020772547
-0.042118113,0.13991436
0.010980302,-0.02844588
0.032485146,-0.095722854
-0.031425793,0.3804711
